,text,sentiment
3019,You should have done it this way from the beginning! (smile),positive
3020,"It seems that even rotten girls don't care, they still contact me!",negative
3021,what's with that. I don't like it.,negative
3022,"My mother bought KAT-TUN's live DVD and fell asleep while playing it, so I'm watching it alone, but Nakamaru-kun is my favorite. So cute (*´ω｀*) I can't get into Johnny's anymore...",neutral
3023,"Since taking a bath became troublesome, I will take a bath after waking up in the morning. sleep for now.",neutral
3024,My friend sent the wrong New Year's card (laughs),neutral
3025,"It's still too early to leave the house, but I didn't like the space where I was alone with my father... It's cold.",negative
3026,"While my father said, ""I have a stomach ache, damn it,"" he brought me a mandarin orange and mumbled.",neutral
3027,I have a stomachache. What is that.,negative
3028,My birthday is over... it's hard to be an old hag.,negative
3029,Didn't you get an email confirming payment? Super A&G…,neutral
3030,It hasn't arrived yet...MOB...,negative
3031,"I really do. It's not a swamp, but it will increase... Because it's an omnivore.",negative
3032,"I used to like it, but when I was a child and I couldn't help myself, the moment I became an adult and got money, something broke...",negative
3033,I fell in love with voice actors when I was in elementary school...,neutral
3034,"First of all, I started with manga, dolls, cosplay... I dabbled in various things.",negative
3035,"At first, I really liked Yuko Sato, Megumi Hayashibara, and Minami Takayama.",positive
3036,I'm having a lot of affairs right now.,neutral
3037,"When I was a university student, I always used to say, ""I want to marry Akira Ishida."" I think her friends were serious about it. I was pretty dizzy...",negative
3038,It's hotter now. I love Hiroshi Kamiya and Daisuke Ono so much that I'm waiting for them to marry young female voice actors as soon as possible. Every day I wait for good reports.,positive
3039,"My head is boiling because I repeat ""DGS Movie 2"" almost every day.",negative
3040,"After all, you can't have a boyfriend while you're crushing on what you like. Because I can't beat it.",negative
3041,"Even with things like clothes, I decide whether to buy or not based on whether it makes my heart flutter or not.",neutral
3042,I bought felt...,neutral
3043,I wonder if I'll make it before I get tired of it.,positive
3044,"After all, you can't make a weave without an iron~",negative
3045,"Once you start messing around with the dolls, you'll want to dress them all up...",neutral
3046,It looks like I'm still stuck in Star-Myu. interesting.,positive
3047,"Ah, it's already 16:00! I'm not doing housework! Ah, the kotatsu won't let me go.",negative
3048,A little intention is during my summer vacation,neutral
3049,"I rented the entire HUNTER x HUNTER Chimera Ant arc that I had given up on recording halfway because DVD rentals were half price, but I haven't finished watching it yet.
I'm sleepy…",negative
3050,I'm sleepy…. We're finally getting into the HUNTER x HUNTER movie. sleepy!,neutral
3051,"There are still more screenings to come, so I need to get some nutrition. Something like a fruit platter that my mother bought about 3 days ago. My tongue is sore after eating all of it... why?",neutral
3052,I'm sleepy…,negative
3053,I want a son like Gon...,neutral
3054,I've been immersed in anime since yesterday!,positive
3055,"Yesterday was HUNTER×HUNTER, but today is Haikyu from Nintama from the library war.",positive
3056,I sneeze a lot. Don't sleep!,negative
3057,Let's take a group photo of our dolls once...,neutral
3058,"Even though I went to bed early, I woke up so early... can not sleep….",negative
3059,I have a cold head. Maybe...,negative
3060,"I'm glad I gave it to you as a gift yesterday, and it was so good... where did you buy it I was happy to be asked.",positive
3061,My stomach has been very sick since yesterday... But today I have to go... Ha.,negative
3062,Feeling hungry even though I should have eaten...,negative
3063,I'm so sick to my stomach that I've run out of food since morning...,negative
3064,"I ended up buying a BL commercial magazine (^q^) I thought I had no money, so I had to be patient!!! I couldn't stand it when I went to the bookstore...",negative
3065,"I've had a headache since yesterday. I hate medicine, but do I have to take it?",negative
3066,"Is it alright…. Two resumes by the end of the day... I'll take a nap and then do it. I can't concentrate when I'm sleepy. By the way, I received a call from a number I didn't know... What is it that the call didn't last even a second? It happened twice in a row...",negative
3067,I don't want you to call me.,neutral
3068,I won't call you back!,negative
3069,"Another LINE came from a senior at my previous workplace. I've been ignoring her for about a week, but she still keeps calling me on LINE every day... I feel sick...",negative
3070,"After all, it was an all-nighter... Well, get ready to go...",negative
3071,I feel sick...,negative
3072,"Ah, this is what you call a narcissist...",negative
3073,"Since I was out, I decided to stop by the bookstore, but it was still preparing to open. It's sad, but I'm going home without doing anything...",negative
3074,I'm too uninterested to write my motivation...,negative
3075,"Are you being honest, or are you just not thinking about it?",negative
3076,"I finally bought a bookshelf, but I had to assemble it myself...",negative
3077,I saw the gadfly detective yesterday! Finally saw the real thing! A guy who's not a dangerous detective at the last minute! (smile),positive
3078,"Also, I bought cloth ＼(^o^)／ My favorite fabric store has closed, so I got it from a handicraft store in the shopping center〜♪ Now I can make something again＼(^o^)／ Yay . But before that, I have to assemble the bookshelf...",positive
3079,"Before assembling the bookshelf, I cleaned up the messy room I had been writing resumes until yesterday.",negative
3080,I regret that I sent too many resumes at once...,negative
3081,Star-Myu suddenly enters the musical part...,neutral
3082,"I ate breakfast, but I'm hungry...",negative
3083,"I was hungry so I tried to sleep until noon, but I was sleeping until now... You're wasting your day...",negative
3084,I have a headache. Is there a cure other than medicine?,neutral
3085,I forgot to take pictures on the way,negative
3086,"Today, I think I'll take a doll for the first time in a while...",neutral
3087,"When I watch Gintama, I don't understand Shinsengumi or Shinsengumi. There are people who make mistakes in the test. Oh, poor you.",negative
3088,Yesterday's Nintama Kihachiro is too cute! what! That laugh!,positive
3089,"Kikubiko!
It's me!",positive
3090,Both Kihachiro and Kikuhiko were Akira Ishida! (^q^) I love you!,positive
3091,"Maybe it's still there if you look for a closet. In my memory, there must be Mama, Usagi-chan, and Cycling Rika-chan...",positive
3092,Ah! There must be Rika-chan's twin sister too!,positive
3093,"Also, if I'm fine (laughs)",neutral
3094,"I was away from dolls for a while... where did you go... I was about to move house... But I didn't throw it away, so it must be somewhere in the house! I'll look for it again when I have more time...",positive
3095,Which child should I bring?,neutral
3096,I'll take you with me today. I'm sorry I left you yesterday...,negative
3097,"I remember when I was a student... Her friend told me, ""In the future, if you watch TV, you'll see a name on the news, like kidnapping an infant..."". I said, ""I like 2D!""... (laughs) But are dolls 3D?",neutral
3098,"oh, no. Is it a cold or is it pollen?",negative
3099,I slept too much... Even though it's Sunday...,negative
3100,I made a mistake and fell out of my favourites... it's sad...,negative
3101,Do you tend to recover after taking cold medicine?,neutral
3102,"I'm not feeling well, but I want to make doll clothes... I can only do it now when there is no one!",positive
3103,I'm happy that the blouse and cami that I no longer wear have been reborn as Licca-chan's clothes (*´-`),positive
3104,"Ah, no felt before the race! I can't make a beret... Do you sell the same color?",negative
3105,I changed my name. I no longer link to blogs. It doesn't have to be that name.,neutral
3106,It's just that for those who have been flying from the blog before.,negative
3107,I hate hearing from people at my previous workplace.,negative
3108,"Wait, okay?",neutral
3109,I want you to notice...,neutral
3110,Let's go through without even marking it as read...,negative
3111,"Oh, it's almost Valentine's Day. Every year, I only prepared giri choco, but this year I won't even prepare giri choco. Because I'm a NEET. Because there is no one to give",neutral
3112,"When I looked at him in a daze, my feelings seemed to relax... I'm so sleepy now!",neutral
3113,"I want to scream that I love you! There is something like that, right? I want to shout, but there's no one there.",negative
3114,"I'm getting over my cold soon, so I can be naughty again.",positive
3115,"I got up early, but after all I'm lazing around watching TV. It's no good I want to be human",negative
3116,"The humor line, which had disappeared for a while, is making a comeback.",neutral
3117,I'm getting sleepy. No!,negative
3118,There's something like this.,neutral
3119,What is draft...,negative
3120,I'll think about it tomorrow anyway. Today is over!,neutral
3121,"Ah, I slept too much...",negative
3122,My father went out while playing the recording... I haven't seen it...,negative
3123,"I want to quickly clean up and go to my room. It's nice to make, but I hate to put it away.",negative
3124,I got it!,positive
3125,started again. Father's sick appeal.,negative
3126,I think I'll spend today doing nothing.,neutral
3127,"It was the first time I saw Frozen, but it was good.",positive
3128,"Also, clover! Ookura-kun and Takei Emi's guy! When it became a bed scene, my girlfriend's mother and I said, ""No, I don't need that kind of thing."" (laughs) Mother and I are pure! I want to say more.",neutral
3129,"Now go to sleep! I don't have a futon, so I curl up and sleep. my blanket...",negative
3130,K-on! Take a look at the first season!,positive
3131,K-on! Baymax from Poison Berry in the Brain! It was fulfilling~ (laughs),positive
3132,"By the way, I got an email that looked like a job offer, but I didn't get an interview.",negative
3133,"Can I judge based on my resume? I mean, I haven't heard anything about the terms of employment, but I was told that I should ask about it at the interview at a later date...",negative
3134,I got a call from someone from my previous job...,negative
3135,what's with that? I ignore you so much...,negative
3136,"If I get killed, the culprit will definitely be a senior at my previous workplace.",negative
3137,I received a letter of acceptance...,neutral
3138,I'm still confused...,negative
3139,What should I do….,neutral
3140,"Wow, I thought it was disgusting when someone from my previous job called me ""Give me a favor"", but later he said ""Valentine's Day""... too gross. I just gave it to him last year because he's a colleague. Giri is the guy. It's disgusting that I think I'll get it again this year! Wow. It's so disgusting!",negative
3141,"First of all, I'm afraid of the mental strength to keep sending one-sidedly... What is this a stalker?",negative
3142,"Ah, here we come again. I feel bad.",negative
3143,"Ah, here we come again. scary.",negative
3144,I'm persistent.,negative
3145,"I contacted my mother, ""I want to go out today,"" but there was no response... I wonder why she doesn't see it... There's no point in having a cell phone.",negative
3146,"I've been watching Lost Ship until a while ago, and now I'm a chaser!",positive
3147,I borrowed the ghost of Baker Street!,positive
3148,"Conan is really interesting. Ever since I was in elementary school, I've been more of a Conan fan than Kindaichi.",positive
3149,I watched all the Conan volumes I borrowed while thinking that I shouldn't do it... It's five o'clock...,negative
3150,"Morning with my mother after dropping my father off at work ♪ I'm having breakfast at such an early hour, it's McDonald's nearby... (laughs) Morning McDonald's ~ (*´ω｀*)",positive
3151,It became a family restaurant instead of morning Mac. Satisfied. sleepy. sleepy.,neutral
3152,"It seems that dinner is sushi! What's wrong, mother! It's a blast!",positive
3153,"I'm a useless person who didn't prepare any documents when I joined the company. Also, Seki no Yama is in a hurry at the last minute.",negative
3154,"After all, I couldn't sleep, so I prepared the documents. just a little...",neutral
3155,But I go to sleep.,neutral
3156,I slept too much because I slept in the morning... I wonder if I can sleep properly at night...,negative
3157,Wow. scary. I got a call from him again. I haven't even marked it as read for a long time... This is really bad and can't be blocked... Scary. I got noticed by a strange person...,negative
3158,"I want to make an appointment for a health checkup, but I can't get through even if I call in the middle of the day. Even though I called you right at the reception time. I will go without a reservation.",negative
3159,Just wearing a mask makes me feel like I exercised more than usual. I'm low on oxygen.,negative
3160,A bookstore that doesn't always have a new book in spite of the release date. Why not!,negative
3161,"When I asked before, I got a reply saying ""it's sold out"", but that's a lie. How scarce are you?",negative
3162,"I went to the bookstore again, and there were books next to the cash register that weren't on sale today. I bought it at a different place, so I'm going through it.",neutral
3163,"As soon as I got home, my father said, ""Where have you been?"" I don't always say anything... And why do I have to say I just went to the post office... I won't say it.",negative
3164,"I went to dinner with a friend for the first time in a while, and he's having a good time.",positive
3165,And now I'm sick to my stomach... Did you eat something bad?,negative
3166,The result of the medical checkup was too much as expected... (laughs),negative
3167,I'm re-testing today. It's troublesome.,negative
3168,I bought a lot of props~(*´ω｀*) I'm looking forward to taking pictures~(*´ω｀*) But I think I'll go to bed today. I'm tired of walking...(´-ω-`),neutral
3169,"Speaking of which, the results of yesterday's re-examination were normal! Yeah (*^▽^)/ **☆♪",positive
3170,"I got sleepy when I was thinking about what kind of clothes I should make (laughs) Ah, I can't think of anything~ (´-ω-`)",negative
3171,"I've finished cutting the dark blue fabric, but the white fabric doesn't raise the tension, so let's leave it unfolded! Motivation and tension, come ＼(^o^)／",neutral
3172,"I feel sleepy at times like this... If I go to bed now, I won't be able to sleep at night... Even though I have to go to Kamikari-sama's place at 10 o'clock tomorrow. sleepy.",negative
3173,I had fallen asleep... ah….,negative
3174,"I think I fell asleep while watching Assassination Classroom. I don't remember. Now, I have to prepare to go to Kamikari-sama.",neutral
3175,"ah. Her mother scolded her, saying, ""Leave her alone.""",negative
3176,"I also bought new cloth, so I can make clothes for Aoto~(*´ω｀*)hahaha",positive
3177,"Well, I'm going to watch Hachihayafuru today＼(^o^)／Yeah",positive
3178,"I wonder if it's been about a year since I've been in the middle of a long time? It's been a long time since I drove a car, but my mother sitting next to me doesn't bother me. A year ago I was driving hard for work, and I can still drive. Parents can't drive anymore.",negative
3179,I was surprised that the moon was bright,neutral
3180,"Somehow, Ao's shoulders look rugged (´-ω-`)",negative
3181,"Hey, I got LINE from my senior at my previous workplace again. scary. Unread through. Already 12 unread. I feel sick.",negative
3182,"It has nothing to do with it, does it? I'm pretending to be a boyfriend just by eating with two people. scary.",negative
3183,"Oh, I feel sick. I was so excited to see Conan-kun...",negative
3184,please heal,neutral
3185,"Until now, I hadn't thought of blocking because I felt sorry for him, but I blocked him because it was so disgusting.",negative
3186,"After that, I was told, ``Don't come back until you get a contract. . Confirmed safety. First of all, can you get a contract even if you don't give any guidance in the first year of joining the company and let you go around alone? The educational environment in the company is too bad.",negative
3187,"That's why young people don't last long. It was very disappointing that the juniors quit within a year. I also quit after 3 years. When I quit, I worked hard thinking that I would give the best result and quit. I thought that if there were results, people wouldn't complain (lol).It took about half a year from the time I talked about quitting until the talks were settled.",negative
3188,He's a persistent manager and won't accept my resignation letter. I really thought I was going to refuse to go to work without permission. It is said that the president comes to hear the reason directly at the end. All I can say is that I hate this company. I won't say I was told that the co-workers who quit before me were accepted smoothly...,negative
3189,"Wait, I'm quitting now, so it's good (laughs) I played a lot ~ (*´ω｀*)",positive
3190,"By the way, there was no overtime pay. Because the manager will correct the time card (laugh) It's a terrible story. After that, I was pushed the time card without permission (laughs) It's terrible ~ (*´ω｀*)",negative
3191,"And I still get calls from customers when I was working for such a company. I'm happy that you like it, but I should have taken over. What is your new job doing? …………Don’t contact me from employees…Ignore it (lol)",negative
3192,"Ah, it was refreshing (laughs)",positive
3193,i was 9 how come it's 6?,neutral
3194,"For the time being, I cleaned and tidied up, so I went to bed.",neutral
3195,"It's hard to take over.
Sounds harder than it sounds.
Normally everyone worked overtime...",negative
3196,Something different from what I heard...,negative
3197,"For the time being, I can't take care of the doll... I can't afford time until I can get used to the new environment (´-ω-`)",negative
3198,"I only went to work for one day yesterday. What is this feeling of fatigue? i'm still sleepy Today and tomorrow are still off, so let's sleep!",neutral
3199,"I've just watched the final episode of the major, and it's good! very good! I'm happy! I want to collect comics. Oh good!",positive
3200,"Goro-kun seems happy to have a family with Shimizu-san, and my heart is full. Oh good! good!",positive
3201,"Ahh, I'm so tired. Tomorrow is the entrance ceremony. What should I do (´-ω-`) I don't feel like working. Owata ＼(^o^)／",negative
3202,It's hot in the train and I can't stand it,negative
3203,"These two weeks are a battle of stamina! And my head is full until GW. My legs are already swollen. It's hard to dash from the 1st floor to the 5th floor with heel shoes. Tomorrow is the entrance ceremony, so I'm wearing a suit. Just a while ago, I tried wearing a suit for the first time in a while and it was tight. Owata \(^o^)/ I'm already sleepy. I want to take care of Aoto. But sleep.",negative
3204,"The body is violently dull. But I have to work today. It seems that I can get compensatory leave, but I don't know when it will be... Ah, my head hurts.",negative
3205,"Yesterday was the entrance ceremony, but today is also the entrance ceremony. everyone is shining dazzling (~▽~;)",positive
3206,"Finally, tomorrow is my day off〜＼(^o^)／
I'm happy〜＼(^o^)／",positive
3207,"A junior at my current workplace asked me, ""Are you on Twitter? Please tell me!"", so I politely declined.",neutral
3208,"A voice actor came to work yesterday, but I'm sorry I couldn't see him because I had another job.
I missed you (´-ω-`)",negative
3209,"I'm always the first to go to work, so the first thing I do in the morning is go to the bathroom! (laughs)",neutral
3210,"Come to think of it, there are about 20 new employees at my previous workplace. In my time there were 6 people (laughs).",neutral
3211,"Oh, I'm sleepy",negative
3212,"It seems like yesterday I got home and fell asleep... When I woke up, I was on the floor with my coat on (laughs)",neutral
3213,"It's cold in the morning. If I can get through today, I'll have a day off tomorrow〜＼(^o^)／Let's do our best.",positive
3214,Today is my day off〜＼(^o^)／,positive
3215,"The moment I wake up, my body is shaking...",negative
3216,"No way! I wonder if it's hay fever... I had decided that I wouldn't get hay fever, but... If your nose is crying like this, you might have hay fever.",negative
3217,"Maybe I'm cold, not pollen, not pollen!",neutral
3218,"In the end, I couldn't ask about a hospital near my workplace...",negative
3219,I was happy when I told him that the current workplace environment is much better than the previous workplace.,positive
3220,"Rather, I don't feel like working right now. I feel like I'm playing",negative
3221,"I'm at work, but I have nothing to do.
I wish I could print handouts in my spare time like this...",negative
3222,"Somehow, people around me seem to be busy.",negative
3223,"I got an Obitsu 11 body a while back, but there were some parts I forgot to buy, so the head hasn't been set yet lol",neutral
3224,Is it okay to record today's excess? I don't know.,negative
3225,"When Tsukki comes to my house, however, I will return to a normal figure.",neutral
3226,Tsukki will come to our house in August! wonderful! \(^o^)/,positive
3227,I haven't been listening to DGS lately! I want to listen!,neutral
3228,I was watching Conan-kun at work today. While wondering if anyone will come... (laughs),neutral
3229,"Somehow, I feel like I got a lot of anger today. It might be an overstatement to say that he was angry with me, but he was obviously in a bad mood.",negative
3230,But am I at fault? I think,negative
3231,It's troublesome.,negative
3232,It doesn't come with a room. There are other things I must do.,negative
3233,I can't tell anyone even if I'm dissatisfied. I'm in agony.,negative
3234,That's what I think.,neutral
3235,"I took the trouble to change her clothes, but I didn't take a picture (^q^) Wait, that's great (laughs)",neutral
3236,"Yamagi, you're so damn cute! (゜ ゜)",positive
3237,Shinoyama ＼(^o^)／,positive
3238,All right! Find two Kyun characters!,positive
3239,Biscuits…. seriously.,neutral
3240,Is it possible that the second season will be broadcast from autumn? There are many anime that I want to watch in autumn. hard!,positive
3241,"Lately, Tadashi is always in my bag when I go out (laughs)",positive
3242,"Obitsuroids are so much fun♪ It's frustrating to make clothes for little kids, but I think I'll make them.",neutral
3243,"Really, there is no reaction to Tadashi so pitifully (lol)",negative
3244,I wanted the drama CD to become an anime. There is a sense of incongruity in the voice! (´д｀|||),negative
3245,sleepy. But I can only play today! Thinking about it makes me stay up late.,negative
3246,I want an enshita no kyun character. I wonder if there is... Enshita and Daichi are the best♪,positive
3247,Making a yukata is troublesome. My size is troublesome. I want to make a doll.,negative
3248,"Today, I'm always with Tadashi (laughs)",positive
3249,"I received a reply to a fan letter, but... It arrived while I was at work... My father and mother were watching me closely... My girlfriend's mother asked me, ""Are you sending fan letters? Who did you send them to? What kind of manga are you drawing?"" I'm a person who draws comics that can't answer... That's what she thinks to herself...I'm lying...",neutral
3250,"I didn't expect to receive a reply to my fan letter either. I thought fan letters were nothing more than self-satisfaction on the part of the person sending them, and in fact I've sent fan letters up until now, but I've never received a reply.",neutral
3251,want! I wonder if I can stop by on my way home from work tomorrow... I wonder if I'll make it in time...,neutral
3252,I made it to Azone! \(^o^)/ I made it in time! ＼(^o^)／ Two Yukichis are gone... Magic cards are scary…(^q^),positive
3253,"I'll have a lot of photos taken on Saturday♪ I'm loyal to Riley, Yuzuha, and Aoto! Rika too! A group photo of everyone! Ah, I'm looking forward to it~♪(*´ω｀*)",positive
3254,I procured a lot of clothes in Aoto size. Let Rika wear it! (smile),positive
3255,"I want to go home early and change clothes~♪ I have work tomorrow, but I don't care! After all, Saturday is a photo session ＼(^o^)／",positive
3256,I'm really looking forward to seeing what kind of photos I'll be able to take〜(*´ω｀*)Exciting♪,positive
3257,Ah. I cleaned up my belongings in the living room properly! It'll be fine next week too lol,positive
3258,"My mother was worried (laughs) and said, ""If you think you're addicted to 2D, then you're addicted to dolls... Look at the wider world. Why are you addicted to part 1?"" But I'm happy so I think it's okay! What does my mother want from me... (laughs)",neutral
3259,I'm hungry. An hour and a half from home... tough.,negative
3260,The teacher prefers light coffee... more. Must remember!,positive
3261,"Ah, I can finally sleep \(^o^)/ sleep! (-_-)zzz",positive
3262,1 piece a day! It would be nice if I could post a little more photos on Saturday (lol) All of them were taken by Sana-chan＼(^o^)／Uhyoo,positive
3263,Tomorrow is my day off~♪ I'm going to take my time looking at the data in the photos I received♪ I'm looking forward to it~(*´ω｀*)fufufu♪,positive
3264,huh. I don't want to go to work.,negative
3265,All right! Stop working!,positive
3266,I want to hang out at home.,positive
3267,And it's going to be trash......,negative
3268,The contract is for one year... work hard for a year and then quit.,positive
3269,"I was wondering why the previous person quit, but I feel like I understand somehow. I don't feel like staying here too long! It's really hard to work without a goal! After all, you need something to aim for. I feel like people can't do their best if the results aren't visible. Just my opinion.",negative
3270,I wish tomorrow never came... No way.,negative
3271,It's hard to go home if the seniors don't go home.,negative
3272,I work overtime every day even though I work on Sundays. If it weren't for the useless talk of them...,negative
3273,"When I got on the local train on my way home for the first time in a long time, it was full of bugs and I hated it. This is why the countryside is... If you leave the bright train open, insects will come... I want you to change it to a color that doesn't attract insects. I really hate it.",negative
3274,"Ah, work... It's not hard physically, but it's hard emotionally. The world of women is scary...",negative
3275,"I got excited when I saw Sanji-kun in the advertisement at the station this morning, so let's do our best... Sanji-kun in a yukata is sexy and hot (^q^)",positive
3276,"By the way, last night I hated today's work so much that I clicked on Amazon. Nendoroids of Noyassan, Daimaou, and Kenma-chan. I have to go to the bank transfer...♪",positive
3277,"Well, I have to go get an Obitsu 11 body! \(^o^)/",positive
3278,Hinata and Kageyama hesitated and didn't click. I should have arranged...,negative
3279,"Today was my father's surgery day, and I was the only one in my family who went to work. My mother and sister took time off from work to attend to me, but I went to work. When I finished work and looked at my phone, I saw a photo from my sister. It was my father's photo. Here is a picture of my father with a lot of tubes. he seems to be alive",positive
3280,I'm afraid I'll forget that I have to bring the beads tomorrow...,neutral
3281,cute!,positive
3282,"overtime? Can I say (Laughs) I'm finally going home~ ♪ I can't go home early on Friday, but... what should i do",neutral
3283,"While I was at work, my parents sent me LINE messages saying, ""When will you come back?"" When I get home, I see it for the first time. That's why the answer is ""I'll be back soon"".",negative
3284,I was an old hag.,negative
3285,Hair hunting today!,positive
3286,want!,positive
3287,"I have to sort out the comics that are a little too messy. However, my room doesn't have permission to use the air conditioner, so I shut myself up in the living room. I have to do something!",neutral
3288,Kenma-chan's payment request has arrived... ♪ I'll transfer it after work! Kenma-chan! Kenma-chan! Kenma-chan!,positive
3289,"Recently, I haven't set up dolls... I want to make clothes, let them go out, take pictures... I have a lot of things I want to do, but on weekdays I come home late from work, and on my days off, I'm tired from work and sleep all day. I don't know. It's better than my previous workplace (laughs).",negative
3290,He's the older brother who's taking his younger brothers with him. blue and.,neutral
3291,"I don't have any more clothes to wear... I wish I could make it, but I don't have the motivation to make it today...",negative
3292,Tadashi in the background is slowly getting to me (laughs).,positive
3293,Do I need to report what I'm working on? I'm not doing a job that people can be proud of!,negative
3294,"There was a couple kissing at the ticket gate of the station, but the kiss was long. First of all, I'm surprised that you're kissing in public. It's rush hour for commuting... Isn't it hot and normal thinking (^q^)",negative
3295,"Oh, I'm done with work now. what! Why! It's actually until 16:00, but...",negative
3296,I don't understand (´-ω-`),negative
3297,"Well, tomorrow is also work! It's early in the morning and tomorrow must be very busy! I hate it Shall we sleep... I'll go to bed tomorrow. I don't want to believe... Scary reality...",negative
3298,I'm curious about my neighbor Kurotsuki (;o;) I'm going to sleep (;o;),negative
3299,"When I went to the Azone shop, Yuta was almost there to greet me, but I stopped! When you welcome them, make sure they have a good living environment! Yuuta was cute...♪",positive
3300,"What should I do... After all, I want to welcome Yuuta-kun... I can't forget Yuuta-kun from yesterday... What should I do….",neutral
3301,I'm nervous. What should I do. I have a magic card... What should I do.,neutral
3302,I got on the train and got on the train. Let's mass produce clothes.,positive
3303,"Oh, the swing is on hiatus... But that's because I'm on maternity leave. There is no choice…. May your second baby be born safely!",positive
3304,Our tukki hasn't arrived yet. I have a reservation... I haven't received any payment yet... why? Maybe I should buy it somewhere else...,negative
3305,Today's Kenma-chan is a photographer!,positive
3306,"When I get home, Tsukki should be there! Believe me and go home! I bought Obitsu 11 on the way! perfect! (laughs) I bought a birthday present for Aoto too! (laughs) Perfect!",positive
3307,It's my first job in a week from today. I cry when my desk is piled up with work...,negative
3308,"The pile of work was done by 3pm, so I finished my work on time and came home \(^o^)/ Being alone, I was able to work at my own pace, so it was smooth~♪",positive
3309,Tomorrow will be troublesome. It won't end on time tomorrow. Oh no.,negative
3310,sleepy…. But it's a waste to sleep even though it's your day off!,neutral
3311,"I got a call from work, and I'm off today! Yay＼(^o^)／Hikikomori! (smile)",positive
3312,I slept too much......my head hurts......,negative
3313,I never thought I'd be working until this long... tired…………. I should be ready for Friday... Tomorrow is a public holiday. have a good rest. It's the last summer vacation!,neutral
3314,"Maybe for a year now... I changed my phone halfway through... Also, a new year with Ao will start tomorrow♪ This year, I'll make proper clothes!",positive
3315,It takes only 2 minutes to change trains... I've been running a kind of short distance. hot! It's hot!,negative
3316,I really want a camera. I wonder if I'll go look for it...(´-ω-`),positive
3317,"Today is the end of my business trip! With this, I think that there will be no business trips this year! Buy a book on your way home!",positive
3318,(~・ω・~) ←This face is cute!,positive
3319,"Recently, I have been suffering from headaches every day. Is there any good way to improve it?",negative
3320,"Neighbor Kurotsuki-chan and this Kuroo Mama! I don't need a change of clothes, so bring the charger to Mr. Kuroo! I miss you Tsukki!",negative
3321,I finished my work \(^o^)/Frog!,positive
3322,"I wonder if someone will turn Neighbor Kurotsuki bot into a manga or something... If that happens, I'll bleed profusely and 'death' (^q^)",positive
3323,"Seriously, why didn't you contact me! I told you to contact me if you can't turn it in today! If you don't contact me, you won't come to submit it! It's out of the question!",negative
3324,There is nothing but sorrow. Since when did I forget to book a recording... I can't help but feel sad.,negative
3325,"Just thinking about it, I haven't even made a paper pattern yet (^q^)",negative
3326,I would like to add a large ribbon.,positive
3327,Can I apply even if I have a full-time job? I wonder if it's better to put in 5 or so a week...,negative
3328,"Ah, I forgot Bungu Hiroshi's luggage... I was going to give it to my teacher today, but... Sadness (^q^)",negative
3329,Will I have time to go home after the hospital? I don't think so...,negative
3330,"Well, no. Let's enjoy the school festival with Tsukki. Tsukki, I wonder if I can...",neutral
3331,"I want to make clothes for Tsukki.
There won't be any troublesome people tomorrow, so I might be able to make it in my spare time at work! (smile)",positive
3332,"I stumbled upon Yuuta... Today, I'm feeling uneasy at work... with momentum... I'm scared of stress",negative
3333,Yuta has arrived at our house! My child from today ♪ New family members have increased (*´ω｀*),positive
3334,Ha. Do you have work tomorrow? I hate it It's Sunday. It's different from the contract date... I'm a contract employee...,negative
3335,"I have to work tomorrow, but I have to get up at 5:00. I want to make clothes for Tsukki! (^q^)",neutral
3336,I have a strawberry mascot that I made a long time ago.,positive
3337,"Tsukki and Aoto are on a business trip right now, so I'm lonely (´；ω；`)",negative
3338,"If I don't watch the anime I'm recording soon, I won't have enough recording space... But I don't have time to watch it. When I can watch it, my father and mother are usually in the living room. What's! You can't watch it!",negative
3339,"When I saw a typo in a tweet I made at night, I thought, ``Am I too sleepy? '.",negative
3340,The picture I took is Lyndon (^q^),positive
3341,"oh where can i say can i say it here Just now, when I was standing in line waiting for a train, the umbrella of the woman behind me (let's call her A) was hitting my leg all the time. But rainy days are common, so you didn't say anything even though you were irritated. → continue",negative
3342,"But when Mr. A sat down, when the umbrella of the woman sitting next to Mr. A (assuming Mr. B) hit Mr. A's leg, he brushed it off with great force and said, ""It's hitting!"" I was paying attention to Mr. B in a loud voice. I feel like I can't do anything... That's all there is to it. excuse me.",negative
3343,Sadness. Sadness. tough.,negative
3344,Recording... Recording is not possible. The final episode of Haikyuu... do not have. tough.,negative
3345,What should I do. tough.,negative
3346,damn it. It's annoying. Punsuka! A job that doesn't pay! I will be summoned to do it because the work that my boss has is not finished. Damn!,negative
3347,"I came! I said, ""I'll give you the data when I get back,"" and went out to eat lunch! what are you thinking Are you stupid? what do you think of my time Are you really that stupid?",negative
3348,"If this is the case, I should have brought Tsukki with me. Tsukky…",negative
3349,I brought Tsukki with me today! (*´ω｀*),positive
3350,"The kotatsu is a monster (^q^) I want to clean it, but I can't move. Kotatsu (^q^)",neutral
3351,"I can only clean the sink today. I was reading manga at the moment I entered the room to clean my room. Before I knew it, it was time for dinner...",negative
3352,I'm done cleaning \(^o^)/ But I forgot to clean the front door(^q^) I'll do it tomorrow~(^q^),neutral
3353,I feel like my birthday was celebrated properly this year (laughs). I'm happy (*´ω｀*) Thank you!,positive
3354,Haa(´д｀|||) I have to work again tomorrow……I hate it…(´д｀|||) It's tough.,negative
