,text,sentiment
2948,"When it started to become a thing, he suddenly started interjecting, and even though he didn't even disclose the information, the way the experiment proceeded was bad. Needaro FUCK",negative
2949,"Well, do I also prepare a letter of resignation?",neutral
2950,1% clean,positive
2951,"While I was practicing golf, I suddenly thought about work and remembered the face of a certain fucking C manager. The ball flew to the front of the 300y signboard.",neutral
2952,What I expect most from the new system is a change in the head of the center and the head of the department.,positive
2953,"I dreamed of quitting the company, is it a wish or a dream?",neutral
2954,"I don't know what industry is, but I prefer Industrial Illusion.",neutral
2955,"Today's reflection: Don't overswing, keep an eye on the ball, lock your left wrist, close your right side on the downswing, don't give in to anger, don't go to the bookstore carelessly",negative
2956,"Today's results: Kingdom volume 28, Evangelion volume 13, ADAMAS volume 8, Vinland Saga volume 12, back pain, neck muscle pain",neutral
2957,"For the time being, I loaded 50GB of movies into my laptop for business trips. Manga is next, what should I bring?",positive
2958,"For the time being, I packed 70 GB of various things into my notebook, and I secured a way to kill time off, but the problem is that I have free time at work.",neutral
2959,"I never thought crawfish would cry at the main character's story. Baltan is cool, Baltan",positive
2960,"Monorail cat on the way to the Shinkansen, Hankyu train reading, this is enough for novels",negative
2961,"When I arrived in Kyoto, my fingernail suddenly cracked.",negative
2962,Togetsukyo Bridge is surprisingly shabby,neutral
2963,"I thought I finished earlier than the scheduled time, but it seems that today was my day off in the first place.",negative
2964,"Both the Hankyu train and the whale guy are quite interesting, but on the second day of the business trip, I consumed 75% of the novels I brought, and the last thing left was Meirokan.",neutral
2965,"However, the Kyoto-ben clerk was cute. I want to do it with the same momentum as Furby",positive
2966,"There is also me who has nothing to do for three whole days after coming to Kyoto, my company is stupid! Free time tomorrow around 11:00, Yatane!",neutral
2967,I got bored,neutral
2968,Soy milk donuts are delicious,positive
2969,"It is said that the beautiful scenery cleanses the mind, but I wondered where the dirt that fell would go. Cleansed = Contaminated scenery, isn't it?",negative
2970,"I was told to watch out for the steps at my feet, but if you notice the warning, you will also notice the steps, it doesn't make sense",negative
2971,"The book the person next to me was reading, ¨How to die as intended¨, the destination is Tokyo, are you going to put it into practice now?",negative
2972,"Star Ocean 4: Unopened, Mingoru 6: Planning to purchase, Spa Robo OG2: Planning to purchase, Can't consume, What should I do",negative
2973,"I remember from the election, I got a call from someone like my contemporaries who I don't usually talk to, ""Where are you going to put in the next election?"" I hung up the phone without asking what political party I wanted to join, but it's probably public party.",negative
2974,"My boss tells me that I don't have time to take paid leave, but is that so? I'm rather lazy",neutral
2975,"Somehow I bought a speaker on impulse, but what I'm listening to is ""the sound of rain""...",neutral
2976,"I also have a facebook account, but the latest update → How are you feeling now? Why does the sentence of",negative
2977,"mad man declared mad, mad",negative
2978,I'm sleepy so I'm taking a walk,neutral
2979,Leaving work on time in Rambo's anger,negative
2980,"The SD audio software made by Panasonic is too shitty, it suddenly stops recognizing the SD card, I'm asking for formatting one by one, I can't read SDXC Fuck!",negative
2981,"And then you realize that you can load 9 songs at a time, 597 songs, 597 / 9 = 66.333... only 67 times",negative
2982,It's too expensive and too fashionable to wander around Isetan,negative
2983,"By the way, I'm a useless adult who can't protect the story because he broke his oath on a business trip.",negative
2984,"If you're sleeping on the Shinkansen, isn't it snowy country?",negative
2985,"I'm free, I don't have any plans yet. I have no idea how this happened. All I remember is that I was secretly experimenting in the dim engineering building. I saw the end of science here for the first time. Moreover, when I heard later, it seems that it was the most silent race among human beings called college students.",negative
2986,"Even if it's cold, I go to golf practice",positive
2987,"I got rid of about 50 secondhand books, which means that I have freed up space on my bookshelf, what should I do?",positive
2988,Winter ends while I'm looking for a coat I like Yokan,negative
2989,"Today I'm a hikikomori and stable, tomorrow I wonder if I can go to the spring",negative
2990,What you should have is a minus screwdriver,positive
2991,Hyper relaxed outing time is in progress,positive
2992,"Buy one person, one person will make progress",positive
2993,"There was a lecturer who said I was bright during training, and I thought that this guy had no eyes, so I went to sleep quietly.",negative
2994,"Come to think of it, today is the center exam tomorrow",neutral
2995,"There was an old man quietly looking at Moe figures at a second-hand bookstore, what does he think?",neutral
2996,The other day the brothers agreed that they wanted to be born in a different family,negative
2997,"There are various things missing, but for now there are not enough outlets",negative
2998,I have no regrets,negative
2999,Are you unmotivated because you don't have a job? Are you unmotivated because you're unmotivated?,negative
3000,The executive is often the affected part,negative
3001,"It doesn't matter, but in Shiga Prefecture, a molestation warning has been issued (it's true)",negative
3002,"Two shifts tomorrow, and Suspect X's dedication is good",positive
3003,now go home,neutral
3004,[Sad news] Notice of annihilation with high probability for three consecutive holidays,negative
3005,"A relative who likes cars said that if you buy an Aqua, you can buy a Prius at 200,000. It seems to be something of a mess, he mutters from 3rd move",neutral
3006,There was no three-day holiday,negative
3007,I don't care anymore,negative
3008,"When I worked with carbon powder at work, it penetrated my shoes and socks and turned my toes black. Of course it should have come to my lungs, but I wonder if I'm okay",negative
3009,"I really want to go to a hot spring, but Yamanashi is a distance that I can't go unless I'm fired up, so if you have a long vacation, you should plan",positive
3010,"I don't usually drink, but I want to escape to alcohol",negative
3011,I can not continue,negative
3012,Emergency food ¨ Dorayaki ¨ roll of great success,positive
3013,"Hmm, whether I should go out tomorrow or not, the weather is bad, but I want to go shopping",neutral
3014,"I wonder if I should go to see scarves, smartphone stands, and shoes from Sendai Station.",positive
3015,"40,000 dangerous boots almost made an impulse buy",neutral
3016,"Stable stomach ache, stress or stress",negative
3017,"My KPC I wish I could die, but I have a feeling that GL will be ranked #2, I'm depressed...",negative
3018,"It's windy, but if the train is moving properly, I want to go out.",positive
3019,"It seems that JR is not working properly, let's go out by car",neutral
3020,barely,negative
3021,"Visiting a grave during the three-day weekend, including weekdays, or how long do you have to be dragged by the dead?",negative
3022,I have a feeling that this wind is an impossible game,negative
3023,Second growl,neutral
3024,Zenigata Tottsuan died,negative
3025,"Today's event, I lost my wallet and rushed inside the company",negative
3026,The long wallet was picked up for me. I really thought,negative
3027,Conclusion: stop bringing credit cards to work,negative
3028,I can't help but want to give the answer to the high school student studying next to me in Moss.,neutral
3029,"I couldn't say it during the day, so I'll say it now, the heyday of the Fujiwara clan was the Heian period!",positive
3030,"I'm sorry, Mr. Fujiwara, who I haven't seen yet.",negative
3031,"It's very silly to say contradictory things an hour later, even though you said that you brought a newspaper article or something.",negative
3032,"Coming home from Naruko, it was a nice hot spring",positive
3033,"I'm planning a day trip that ends at 3:00 pm, and I'm going to hang out at the Izumi Outlet.",positive
3034,work owata,positive
3035,"Finished reading the botanical picture book, threw up sugar",negative
3036,Shall I touch the doll house that I left for a long time to clean my mouth?,positive
3037,There is also me who is doing the 4th week of Super Robo,positive
3038,"It's three weeks until the qualification exam, study Sena!",negative
3039,"Tire change finished, pain in the middle of the spine",negative
3040,trackless,neutral
3041,"Today's battle results, Thermae Romae, Suspect X's dedication, confession, Catch Me If You Can, Battle of Titan",neutral
3042,awesome that it snowed,neutral
3043,"I know because I'm close to you, but the way officials think is seriously crazy.",negative
3044,"First of all, all Japanese employees believe that working for the company is a pleasure.",negative
3045,They misunderstand that working seriously = being motivated,negative
3046,"Basically, I believe that what I say is correct, and even articles with reliable sources are judged to be information manipulation by the mass media.",negative
3047,"I never believe information on the internet, but for some reason I am positive about newspaper articles",negative
3048,What I want to say is that the thought of the baby boomer generation (I want to think it is part) is,negative
3049,Hydon,neutral
3050,Okada car is still there,neutral
3051,"I saw the Merchant of Venice, it was shit",negative
3052,"I watched How to Train Your Dragon, it was fun",positive
3053,messi monster too warosu,positive
3054,"Beckman Pochi, it's no good if adults are free",negative
3055,"It's fine if the plane rotates, or rather, I think it's okay to have such an STG, although it seems likely",neutral
3056,"I have plans for this weekend, and if it's next Sunday, it's right after the qualification exam, and I wonder if there's going to be a drinking flow.",neutral
3057,I'm definitely an old man when I'm chatting with former Managing Director Yamagishi at the practice field.,negative
3058,mountain today,neutral
3059,"It seems that the nail that sticks out gets hammered down, so I chose not to go to the drinking party today.",neutral
3060,"Conan-kun, if you want an amateur voice actor as a guest, you should use a professional, but no matter how much you do it, it's too much...",negative
3061,"Today I'm going to Fukushima, and my fellow is a korosuke",neutral
3062,"It's surprisingly comfortable to wear, Beckman!",positive
3063,"When I was talking to him, he suddenly hung up, I don't know why...",negative
3064,"For the time being, I'm going to play golf on April 29th, for the time being",neutral
3065,"Apparently, I fell asleep on the first weekday after becoming a member of society",neutral
3066,Sometimes it's good to take a bath in the morning,positive
3067,I wonder if I'll buy a second-hand game after a long time,positive
3068,I had an unopened ACE.R and Star Ocean 4 without even thinking about it.,positive
3069,"I saw ""The Shawshank Redemption"" that I've been curious about for a long time, and I'm inducted into the Hall of Fame",positive
3070,"Movies with Morgan Freeman, Jim Carrey, Tom Hanks, etc. have a rule of thumb",positive
3071,"I went to HACHI, which has been on my mind for a long time. Thank you for the hamburg steak.",positive
3072,"Stir-fried butter with a special feeling? Nayatsu and tomato & basil Tsunenaga hamburger finally finished, so I ate Tsunenaga hamburger",positive
3073,Now in front of Cherry,neutral
3074,Getting on and off the moka,neutral
3075,"1933 Scheduled to arrive in Sendai, my fellow is a croquet",neutral
3076,"Coming home, Tohoku Expressway is seriously congested",negative
3077,3 men bought bread,neutral
3078,"These days, even if I look at the seminar guide, I don't have the motivation",negative
3079,Korejanai Robo!,neutral
3080,"I saw the terminal today, I cried a little, what should I see next",neutral
3081,[Breaking news] I will live alone next month,neutral
3082,"I want to do Summon Night → PSP, Devil Survivor or Megami Tensei → 3DS",neutral
3083,"By the way, my colleague invited me to Monster Hunter → 3DS",neutral
3084,"Today's battle results, Pianist on the Sea, Inception, True Grit, Mileage, My Life, Babe, sorted in order of expected value",neutral
3085,Something different from the Snoopy I know...,negative
3086,Super super relaxing time,positive
3087,Super Super Leisurely Time Part2,positive
3088,high speed fear of rain,negative
3089,My throat is mushy... I coughed a lot at work (^_^)b,neutral
3090,"I saw The Pianist on the Sea, I can recommend this to good movie people",positive
3091,"I saw ""Flying Penguins"" and I still like Jim Carrey movies",positive
3092,"I saw True Grit Inception, it wasn't very praised, but it was interesting, Ken Watanabe is cool",positive
3093,"I saw babe, pigs are cute as ever",positive
3094,"I got a 3DS LL, what should I do?",neutral
3095,Good furniture ( ゜д゜) Hosi…,neutral
3096,"Auntie of Insurance, Auntie of Maji Insurance",negative
3097,"Osamu Mukai→Mukairi, if it's Saturday, it's free time",neutral
3098,Yak (*Pabron Gold) is working and I feel sleepy. Should I do something or go somewhere?,neutral
3099,Play and heal!,positive
3100,touch and blow,neutral
3101,"The day is starting again today, I wonder if some brave man will chant at Lanaluta",negative
3102,I felt like the hero didn't remember Lanaluta,negative
3103,"Well, the conflict in the workplace is steadily deepening, and my theme, human relations, is getting closer to the worst, but how are we going to roll after this?",neutral
3104,"If you take a step back and look at it, you won't be so annoyed, and you'll only see the humorous side of people, which is really stupid.",negative
3105,I have absolutely no plans for this weekend,negative
3106,"I got burned at work, so I put a bandage on my right hand... Chuunibyou (゜д゜)",negative
3107,"The insurance lady told me that if I didn't even go to the hospital, I wouldn't get a work accident.",neutral
3108,[Sad news] I have a premonition of work,negative
3109,The fate of Saturday and Sunday will be decided tomorrow!,neutral
3110,I want to eat delicious soba too! !,neutral
3111,"I really want to see a Crayon Shin-chan movie, I want to see Hiroshi's coolness for the first time in a while",positive
3112,"Hmm, I went to work on a holiday, but it was generally a good Saturday and Sunday",positive
3113,"It's three shifts from tomorrow, so farewell to the noon sun",negative
3114,"Well, it's time to start work",neutral
3115,Abnormal reluctance to move after taking a bath,negative
3116,but work is work,neutral
3117,"For the time being, it's cold, so I bring a blanket and prepare for a nap.",neutral
3118,"Gununu, it's getting tough",negative
3119,"For the time being, all members of our team gave up on the deadline.",negative
3120,"I saw GI Joe, Lee Byung Hun is cool. I don't want to cheer when an Asian appears",positive
3121,"Come on, today is also an idle job",negative
3122,memememegante,neutral
3123,"waking up, i'm tired",negative
3124,"People who work night shifts are amazing. Really, Sora K Seki can lose weight too.",neutral
3125,"However, Konozama where Amazon is killed instantly and sold at 6 times the list price",negative
3126,"At the end of the night shift, my nephew came to visit and I cried a lot... I can't sleep",negative
3127,"I know it's the end of the night shift, but I can't understand what's going on in my brother's head asking me to let him play games in my room.",negative
3128,"Liar! Liar! I saw it, I think Jim Carrey's coolness has something in common with Hiroshi Nohara's coolness, it's a good movie",positive
3129,"I saw The King's Speech, it's a movie that doesn't have any special excitement, but it makes me feel good after watching it.",positive
3130,"Yesterday, I was eating handmade soba noodles and committing seppuku!",negative
3131,"Come to think of it, I'm starting to live alone this Saturday, so I haven't prepared anything.",neutral
3132,Even though you're already unmotivated,negative
3133,"And when I get frustrated, I can't stand the irrational behavior of the people around me that harms me.",negative
3134,What I want to say is that I don't want to work,negative
3135,"I saw Kirin no Tsubasa, and sometimes Japanese movies are good too!",positive
3136,"I saw Eternal Sunshine, I saw it after seeing the reputation to some extent, but personally it's not good enough. It feels like a movie recommended by movie lovers.",negative
3137,Wasshoi,positive
3138,"Let's do some shopping tomorrow, Tokyo interior and electronics store.",positive
3139,*Today is until I go to bed,neutral
3140,There are times when men have to act (* get up) even if they are tired,negative
3141,Yukichi leaves one after another...,negative
3142,"I didn't have a stable WiMAX even when I moved, and there was no LTE...",negative
3143,I hear the whistling of the rhythm of the beard dance from outside...,neutral
3144,"I saw the movie of Crayon Shin-chan today, I like the overwhelming coolness of the movie version of Hiroshi",positive
3145,Deadly Flying Leaving Work on Time!,positive
3146,Abnormal appearance frequency of shoulder width on Twitter,neutral
3147,"The move is almost complete, and now it's time to collect small items",positive
3148,I still don't know what to do in the daytime on the first day of the night shift,negative
3149,"My runny nose won't stop when I move, I'll never buy an air purifier",negative
3150,"It's 3 shifts until Saturday, and according to my (boss's) original schedule, it's 2 shifts, so I'll have to take it slow anyway.",negative
3151,There's nothing more foolish than making a plan expecting a miracle that shouldn't happen.,negative
3152,Look at reality!,negative
3153,I tried to get angry in my room late at night,negative
3154,"My computer is out of order, it's the first time I can't even boot into safe mode... what should I do?",negative
3155,I brought my PC to my office and struggled for about 8 hours. what the hell did i do?,neutral
3156,Super nap time!,positive
3157,There is no God in the social slave! !,negative
3158,"While out, a boy says to his grandmother, ""E-mail doesn't cost money!"" …Boy, there was something called packet communication charges, and in the old days there was a word called pake death.",neutral
3159,information education is important,positive
3160,4-Panel Comic Theater Nostalgia,positive
3161,"My body hurts from sleeping in a chair, so next time I'll bring a sleeping bag",negative
3162,Our house has a bed ━━━━(゜∀゜)━━━━!!,positive
3163,"I have a full day off on duty, but today I will sleep and finish, and tomorrow I will work from the evening.",negative
3164,"It's frustrating, I'm tired, but maybe I should go out",negative
3165,"My headache hurts, but when I'm shopping, even if my work is shit",neutral
3166,It's difficult,negative
3167,let's sleep,neutral
3168,I have work tomorrow and the day after tomorrow,negative
3169,Today is the day until I go to bed,neutral
3170,"When I tried to type ""today"", ""great evil"" came out in the predictive conversion",negative
3171,"Due to the carbonated water eruption, the desk next door was flooded.",negative
3172,7 consecutive shifts,positive
3173,I wonder if I'm stupid or stupid,negative
3174,Only one day off tomorrow,neutral
3175,I'm an idiot!,negative
3176,Are you waking up,neutral
3177,candy candy candy candy,negative
3178,"Day shift after a long absence, sleepy",negative
3179,The recent Mario series pushes Luigi a lot.,neutral
3180,Green is Gesuyaro,neutral
3181,"Today is a day off, it was a good 4-day holiday",positive
3182,"It's been 2 weeks since my laptop crashed, and I'll be able to do something about it",positive
3183,"By the way, it seems that King Dedede was a self-proclaimed person, I didn't know",neutral
3184,Win8 troublesome! ! fuck! !,negative
3185,"Who! The future era is a touch type, and the guy who missed it in his sleep!",negative
3186,plums are delicious,positive
3187,"do you know Win8 is a touch premise os, and most of the current laptops don't have a touch panel, hahaha",negative
3188,Finally rebuilding the browser environment on the new PC... sleep!,positive
3189,"Kyoto is hot, too hot, Kansai people are funny",negative
3190,Will there be some kind of event happening this Saturday?,neutral
3191,"When I came back from a business trip, the plums were rotten.",negative
3192,It's too early!,negative
3193,I like Patrick's sneakers,positive
3194,Watching the British Open,negative
3195,Sukiya's spicy chicken curry seems to be bad,negative
3196,"I haven't finished making the materials, but I don't know the frog",negative
3197,A guy who thinks he got big by himself doesn't have the right to become big by Hiroshi Nohara Dark Tamatama Great Pursuit,neutral
3198,"By the way, I was not in a position to get an hourly wage.",negative
3199,"However, there was no problem because it was work from 0800 to 1700.",neutral
3200,"get up, get up early",neutral
3201,train ride on,neutral
3202,"By the way, because our production line is pooping, it seems like a river of late arrivals or absences",negative
3203,I think the reason why Japan is so hot is because there are too many hot but moist people.,neutral
3204,But genten's key case was a good item,positive
3205,I'm standing by for the opening of the Sendai Port Outlet,positive
3206,"Nitori's parking lot is good for killing time, I learned a lot",positive
3207,First round KO in a boxing title match is amazing!,positive
3208,"It's too short, but better than K1 where it keeps pulling until it starts",positive
3209,Happy birthday to Nanakiri who appeared on the calendar,positive
3210,tomorrow the sofa is crew,neutral
3211,"For all those who experience a strained back, ""Sleep quietly""",negative
3212,"To all those who laugh at their strained backs, ""Next is you!""",negative
3213,"Come home, sweaty",negative
3214,"Somehow I had a dream that a woman at work was ripped off against sexual harassment by an old man, what does it mean?",neutral
3215,it probably means nothing,negative
3216,Like me!,negative
3217,"Late night, company? Shiranai",neutral
3218,I'm looking for interesting apps every day these days,neutral
3219,It's almost time for me to log in to Puzzle & Dragons on the 250th day,neutral
3220,"I'm not tired of it yet, I even feel like it's become more interesting lately",positive
3221,"However, I feel like a candle before it burns out, so I want a new tool that can accurately skip work.",positive
3222,There is no point in measuring results that change depending on the mood of the worker.,negative
3223,"Well, let's go home, Mr. Dodoria, Mr. Zarbon.",neutral
3224,"Fire (Coffee) with orange is really bad, I think all beverage makers have too much of a challenge spirit.",negative
3225,It would be nice if our company could follow suit instead of just copying,negative
3226,I'm trying to say something irresponsible,neutral
3227,"In fact, it's the employees who suffer the consequences if they turn the rudder incorrectly, but I think it's the manufacturer that doesn't get stable if you only want stability.",neutral
3228,"What I want to say is, everyone except me, do your best",positive
3229,Take me to mountain stream fishing → The road is too steep and I become skeptical → Turn back → A light tiger appears from behind on the way home → I know that the road is right → I reach home (here now!),neutral
3230,My phone isn't working well... Should I buy a new one? I'm in trouble.,neutral
3231,"I want to go home, oh I want to go home, I want to go home",negative
3232,I don't want my thoughts to become negative during the night shift.,negative
3233,"Shiran, Shiran, frog, frog",negative
3234,It's the first time I've come to work and never been to my room.,neutral
3235,"Before I knew it, it seems that Ama-chan is over, I've never seen it before",neutral
3236,"I've never seen it, so I don't know the meaning of jejejeje, sorry for people from Iwate",negative
3237,"I don't have enough room clothes, it's getting cold",negative
3238,I think that the subject of the lecture is for sleeping,neutral
3239,Back pain from sitting in a pipe chair all day,negative
3240,"I took something like a special course that the country set rules for, but the fact that the course time is fixed and the content doesn't follow",negative
3241,"That's why I'm running out of time and derailing the conversation, Madio bureaucracy",negative
3242,"I bought a 3DSLL when I saw the tweet and remembered. However, the Monster Hunter that I bought together is unopened.",neutral
3243,"When I came to the company for the first time in a few days, I got a lot of emails. But most of them were about a certain Mr. send-off party. I'm completely late.",negative
3244,"From this time onwards, my motivation to go to work has not increased, Koseki is amazing, I really thought so",positive
3245,"Wake up, tired",negative
3246,"I woke up, I thought it would be dark and easy to sleep today, but it turned out to be night.",neutral
3247,"I got bored of the movie and started watching Slam Dunk, I have a long way to go",neutral
3248,"TanakaI won't lose, I'm sure there will be about 3 shots of the back screen in a row when I lose.",neutral
3249,"It's famous, but by the way, it was Makihara who was hit three times in a row on the back screen. The person himself hates that the video of himself being beaten flows every time. But I don't feel like he thinks it's delicious in his heart.",positive
3250,What I learned today! The smell of the quickle wiper sheet makes the air purifier go crazy!,negative
3251,"On the day I bought a toeic reference book, I also (pretend) to study for the first time in a while.",neutral
3252,"That's right, I bought it on Rakuten! Winning sale check starts! !",positive
3253,I can't connect to the Rakuten page,negative
3254,"Rakuten's search, narrowing down, spam mail, product titles and layouts are mainly crap! Only the number of items is large!",negative
3255,"By the way, I bought Danner boots at 77% off, they were 3k.",neutral
3256,There's no way you can buy a Fit HV or a Rolex,negative
3257,"The tamagoyaki was unusually well done today, low heat is important",positive
3258,"Well, it's been a while since I started working, and the other day the head of the department showed up at the laboratory. There was no one around, so I ended up being the one to talk to.",neutral
3259,"According to TOP, people in our department don't express their opinions and don't say much about what kind of work they want to do. He doesn't know what kind of work he wants to do, so he seems to be sent to trial production etc.",neutral
3260,"I can understand if each person can freely express what they want to do and if it is an environment where it comes true to some extent, but first of all, did you guys make an effort to create that environment? Don't think that such ambition will sprout on your own by throwing yourself into the night shift and overworking it.",negative
3261,I was just complaining. I hate big people.,negative
3262,And then dawn came!,positive
3263,"Miyagi, I'm back",positive
3264,"Why do you have to work overtime from Monday, you don't need me",negative
3265,Working overtime in the corner of the production site and slacking off,neutral
3266,"Why is the main experiment finished in the evening, but I'm returning at this time, it's so stupid",negative
3267,"Today is probably the last paid day of the year, I couldn't digest it for a few days.",negative
3268,"I'm planning to play golf tomorrow, but I wonder if it's canceled",negative
3269,"If I sleep, tomorrow will come, so I don't want to sleep, but I have to.",negative
3270,"It's hard to have a toothache during an acclaimed tooth decay. When I tried to take paid leave tomorrow, I was told that I was too busy to take it the day after tomorrow.",negative
3271,I haven't seen any year-end shows.,negative
3272,"I read a novel for the first time in a long time, and my eyes got tired. That's why I finished reading the Midsummer Equation.",neutral
3273,"Next is platinum data or ostrich corresponds to light vehicles, so until yesterday it was narrowed down to a mysterious school building. …I have to buy more tomorrow",neutral
3274,"My mobile phone model is changing, and I accidentally dropped the main unit to 0 yen",positive
3275,"Ugh, I dropped some expensive food",negative
3276,"Nuwa, the corn potage I bought from the vending machine was lukewarm.",negative
3277,"I found a wallet yesterday, and when I brought it to the police station, I was told that the finder has the right to receive 10% of the contents.",positive
3278,The contents were 20 yen.,negative
3279,"If anything, it was the first police station in my life, so I'm satisfied just by having that opportunity.",positive
3280,"Come to think of it, I'm playing extreme VS, but the recent Gundam games move too fast to keep up.",negative
3281,I just finished watching the anime version of Slam Dunk today. The feeling of gloomy feeling after watching is amazing.,negative
3282,This is not the time to say you don't want to go to the doctor because the pain in your jaw won't go away,negative
3283,"Variety host comedian It's funny, it's funny when people you don't usually get involved with.",positive
3284,I got a line saying I bought a smartphone from my sister-in-law. Violent and troublesome.,negative
3285,"Trying to study English for the first time in a long time, it's boring",negative
3286,I haven't looked up English words since I was doing gathers.,neutral
3287,"Sometimes, when I was watching the parallel giant slalom today, I was really curious that the commentator was pushing for stability, saying ""That player has a sense of stability"" or ""He's strong! This stability!""",neutral
3288,Benkei strikes and is bleeding,negative
3289,I finished reading the novel early in the morning. Reading is good sometimes.,positive
3290,"It's Sunday until you go to sleep, so if you don't go to sleep it's always Sunday",positive
3291,"Osaka was hot, Osaka Castle was big, and I was bored...",negative
3292,"I'm out of stock of novels, maybe I'll go buy one",positive
3293,"Before I knew it, Disgaea's playing time exceeded 100 hours... I think it's about halfway through now.",neutral
3294,Cleaning up from the first day of vacation... Uh...,negative
3295,"yeah? company tomorrow? No, not at all. If it's not there, it's not there.",negative
3296,Why can't I go home even though I should have avoided the night shift?,negative
3297,"I've finished reading the crocodile weather in the afternoon, but I'm currently working on a holiday!",neutral
3298,I got a strained back. I will start at 05:00 tomorrow.,negative
3299,Megante!,neutral
3300,Thank you.,neutral
3301,She is a woman in her third year as an exhausting member of society. She is an introvert and would like to explore through trial and error what she should do to make her life easier. Thank you very much for her.,positive
3302,"Thankfully, in this day and age, I'm working from home, but I'm exhausted by the work that keeps pouring in... It's a chronic capa over, so i want to defuse it somehow.",negative
3303,"I have to reply to this and that...! And I'm going to have a good time with the correspondence of the email. I think I'm surprisingly introverted. In that case, if I can reply immediately, I will reply on the spot, and if I want to think about the sentence carefully, I will press the reply button for the time being and keep it as a draft.",neutral
3304,"I'm an introvert and like to think about my writing carefully, so it may take me longer to reply to emails than normal people, but that allows me to organize my thoughts and avoid reworking later. I think it will be less, so this is a good place to spend time.",positive
3305,"These days, introverts may find it easier to live if they are honest about their desires to some extent. There's no need to force the change, but it's true that the work will take longer than the diplomatic type. It's about how you can devise places that can be made more efficient. It's difficult...",neutral
3306,"I thought about doing a lot of work today, but when I woke up I didn't feel like it, so I gave up. I worked hard for 5 days on weekdays, so that should be enough.",positive
3307,"I think there are many introverts who feel guilty when they do nothing on their days off (like me). It's true that meaningless laziness is no good, but I think it's good to be lazy with a purpose. Lazing around to get some rest Lazing around to ensure a good performance from Monday, and so on.",positive
3308,It is a well-known story that introverts need time alone to recharge their energy. Make sure it's fully charged.,positive
3309,"After all, there are many moments when I think that I may not be suitable for an organization. But if I quit as I am now, I will still be a small fry, so I think I have to do a side job and produce results first.",neutral
3310,"It was stressful for me to be left with a work ball in my hand. As a result, I think that it will also be kind to people",positive
3311,"I'm finally able to afford my heart, so let's do our best to output.",positive
3312,"It's been a long time, but for the past few months, I've been feeling depressed, or rather, I've been stuck in one leg. I can't let my guard down, but...",neutral
3313,"I felt that depression is caused by the environment x my personality and way of thinking...

①Environment (+) x Self (+) = (+) Happy
②Environment (-) x self (+) = (-) clogged
③Environment (+) x self (-) = (-) clogged
④Environment (-) x yourself (-) = (--) quite tight

That's what I mean.
Even if you multiply minus and minus, it's not plus, it's a fucking minus...",negative
3314,"The ± of the environment is just ""Is it the best environment for me?"" It varies from person to person. In general, people who do not fit in the environment called white company do not fit, and it is normal to cause mental disorders.",negative
3315,"This time, I was beaten between ③ and ④, so I really felt the need for an opportunity to reconsider myself. First of all, if I get well and recover, I'll do a side job blog...",neutral
3316,"I tried to write down what I didn't like about work in a notebook. Up until now, she had tortured herself, saying, ""If you can't endure this much, even if you don't like it, you're disqualified as a member of society."" ""I don't like being chased by deadlines"", ""I don't like useless cc emails like demons"".",neutral
3317,"From there, I will analyze why I don't like it.

(example)
Why do you hate being chased by deadlines?
↓
I want to work at my own pace
↓
Is it possible to create time to think by devising a way to work?

And.
If you honestly accept what you don't like, you may find a hint.",positive
3318,"At Youtube University, I saw a video of Yamaoku NEET and honestly thought it was good. And I think that it would be heaven if there was a community formed only by introverted people. Only introverts can join, and psychological safety is preeminent lol I wonder if someone will make one.",neutral
3319,"For me, I feel that online salons and communities are a high hurdle. (I'm just a social misfit who can't join the circle lol) Let's do our best together! Rather, it's good to have a sense of distance like ""I can see that there is a person next to me who is working as hard as I am"".",neutral
3320,I had a really hard time embedding the URL...,negative
3321,"I'm not feeling well at work after a break from depression, and I don't feel like quitting the company, but I feel like I'm getting a little distracted by taking notes and doing what I want to do. You may not always have to do what you want to do at work.",positive
3322,I wish I could make money with this. My goal is to start blogging over the weekend.,positive
3323,"I'm not good at talking for a long time, so maybe 3 minutes is the limit for stand fm content lol I'm searching for my own style.",neutral
3324,"I would like to do a book illustration. Since I was a student, I like to organize my own notebooks, and even after becoming a member of society, I like to make power point materials. I'm ashamed to say that I haven't read many books until now, so I'd like to illustrate a book that specializes in introverts. You can also practice your own input and output, killing two birds with one stone.",positive
3325,"I can't make good use of my to do list. I'm a bit of a perfectionist, so when I didn't complete the list, I suffered from self-loathing. So I have a rough schedule in mind, but I try to leave some blank space.",neutral
3326,"That way, when you finish even the unexpected work, you'll be like, ""It's great that you've done this!"" Maybe it's out as a way to work for a meeting employee lol Of course I'm not denying the to do list, the important thing is to establish a method that fits me. Let's explore.",positive
3327,"I want to give priority to my desire to ""do this"". It's less stressful that way. Maybe that's why I don't like being chased by deadlines. Well, I'm just being selfish.",negative
3328,"Even for myself, if I make a to-do list of ""Do this"", I will wither away. I can't help but think lol",negative
3329,"Hmmm, your mental health is a little strange. After all, there are waves... Let's say it's great just to be able to do housework.",negative
3330,"Basically, I tend to use a demerit point system to evaluate myself. I couldn't do this, I couldn't do that. I thought this was going to be really hard. Because even if you can do everything, it's ""just no deduction = 0"". Let's live by the point system. Just being alive is great.",positive
